,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,position
457,Mame Biram,Diouf,6,3,99,2592,49,285.4,482.0,832.0,8,350,159.6,8,0,6,1.9,52,Forward
458,Saido,Berahino,0,1,20,483,13,51.8,40.4,149.0,0,42,23.7,2,0,0,0.3,55,Forward
459,Kevin,Wimmer,0,0,19,1321,32,38.8,297.0,28.0,1,196,36.5,1,0,5,0.3,40,Defender
460,Eric Maxim,Choupo-Moting,5,5,107,2241,45,327.5,505.6,851.0,9,341,168.1,5,0,3,1.9,52,Midfielder
461,JesÃ©,RodrÃ­guez Ruiz,1,1,31,609,17,127.7,110.4,171.0,2,93,40.8,1,0,0,2.0,54,Midfielder
462,Bruno,Martins Indi,0,0,20,1242,28,48.3,241.8,60.0,0,171,35.1,1,0,3,0.0,49,Defender
463,Harry,Souttar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Defender
464,Thomas,Edwards,0,0,6,481,15,23.0,93.4,10.0,0,81,12.7,0,0,0,0.3,40,Defender
465,Julien,Ngoy,0,0,1,19,2,1.8,1.0,0.0,0,4,0.3,0,0,0,0.3,45,Forward
466,Jakob,Haugaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Goalkeeper
467,Stephen,Ireland,0,0,4,128,4,17.8,14.4,11.0,0,13,4.3,0,0,1,0.0,45,Midfielder
468,Moritz,Bauer,0,0,41,1307,18,189.9,181.8,67.0,1,201,44.0,5,0,4,0.4,45,Defender
469,Konstantinos,Stafylidis,0,0,6,334,6,23.8,68.2,18.0,0,38,11.0,0,0,0,0.0,43,Defender
470,Papa Alioune,Ndiaye,2,1,41,1138,17,116.7,298.4,133.0,5,159,55.0,2,0,5,0.0,50,Midfielder
471,Tyrese,Campbell,0,0,4,75,2,2.6,13.0,28.0,0,11,4.4,0,0,0,0.5,45,Forward
472,Lasse,Sorenson,0,1,5,75,1,25.4,29.6,0.0,0,27,5.5,0,0,0,0.0,45,Midfielder
473,Andy,King,3,1,51,1247,26,116.9,239.8,204.0,1,225,56.2,1,0,2,3.5,42,Midfielder
474,Lukasz,Fabianski,0,0,157,3420,56,10.0,1087.8,0.0,14,772,109.9,9,0,0,10.1,47,Goalkeeper
475,Kristoffer,Nordfeldt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,39,Goalkeeper
476,Kyle,Naughton,0,2,101,3030,50,253.3,670.6,141.0,11,561,106.9,9,0,1,6.3,46,Defender
477,Angel,Rangel,0,0,4,154,3,22.1,24.2,2.0,0,28,4.8,0,0,0,7.3,39,Defender
478,Federico,FernÃ¡ndez,1,1,85,2676,44,75.4,736.0,187.0,10,500,100.0,7,0,5,3.3,45,Defender
479,Stephen,Kingsley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Defender
480,Mike,van der Hoorn,1,0,74,1944,27,72.6,460.6,160.0,4,396,69.4,8,0,4,1.2,44,Defender
481,Alfie,Mawson,2,1,112,3420,56,86.4,848.4,254.0,7,662,119.4,9,0,3,4.1,51,Defender
482,Martin,Olsson,0,1,89,3149,50,295.9,324.4,133.0,0,454,75.4,10,0,7,0.3,50,Defender
483,Wayne,Routledge,0,0,17,420,11,95.7,56.6,76.0,0,57,22.6,1,0,1,0.1,51,Midfielder
484,Leon,Britton,0,0,10,301,1,8.5,18.4,4.0,0,38,3.0,3,0,1,0.1,44,Midfielder
485,Jay,Fulton,0,0,1,17,0,0.1,0.2,0.0,0,1,0.0,0,0,1,0.0,43,Midfielder
486,Sung-yueng,Ki,2,2,73,1865,29,338.1,307.2,152.0,9,340,79.7,5,0,2,0.9,46,Midfielder
487,Jefferson,Montero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,Midfielder
488,Leroy,Fer,1,1,41,1394,26,180.0,240.6,139.0,0,201,56.0,4,0,5,0.2,52,Midfielder
489,Nathan,Dyer,0,1,41,1300,21,211.1,103.8,174.0,0,139,48.7,3,0,2,0.2,44,Midfielder
490,Tom,Carroll,0,4,85,2562,39,748.6,452.8,172.0,6,431,137.5,7,0,3,4.5,43,Midfielder
491,Modou,Barrow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Midfielder
492,Luciano,Narsingh,1,0,30,614,15,149.5,109.4,155.0,3,97,41.4,1,0,0,0.0,47,Midfielder
493,Roque,Mesa,0,0,18,753,16,85.7,89.0,34.0,0,125,20.9,2,0,3,0.4,42,Midfielder
494,Oliver,McBurnie,0,1,16,267,5,30.4,38.4,105.0,0,45,17.4,0,0,0,1.7,46,Forward
495,Jordan,Ayew,7,2,108,2850,49,350.4,562.2,944.0,12,382,185.8,7,1,2,9.5,54,Forward
496,Tammy,Abraham,5,3,86,1715,31,182.6,269.2,693.0,11,238,114.2,4,0,0,3.4,54,Forward
497,AndrÃ©,Ayew,3,5,77,1834,42,283.1,319.4,429.0,2,249,102.7,3,0,5,1.0,68,Midfielder
498,Kyle,Bartley,0,0,5,233,4,21.2,75.0,16.0,0,29,11.2,0,0,2,0.1,43,Defender
499,Sam,Clucas,3,1,75,2039,30,270.1,362.4,233.0,4,305,86.2,5,0,2,0.4,47,Midfielder
500,Renato,Sanches,0,0,20,699,10,135.0,71.8,64.0,0,83,27.0,2,0,1,0.3,43,Midfielder
501,Wilfried,Bony,2,1,33,701,8,70.6,119.0,211.0,3,103,39.3,2,0,2,0.1,56,Forward
502,Joe,Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
503,Erwin,Mulder,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Goalkeeper
504,Connor,Roberts,0,0,7,267,4,12.8,26.2,2.0,0,41,4.1,0,0,0,0.3,40,Defender
505,Fernando,Llorente,1,0,22,224,2,66.7,60.2,99.0,2,70,22.6,1,0,1,0.2,73,Forward
506,Hugo,Lloris,0,0,144,3240,35,0.1,726.4,0.0,6,694,72.3,15,0,1,9.3,55,Goalkeeper
507,Michel,Vorm,0,0,3,90,1,0.0,19.0,0.0,0,17,1.9,0,0,0,0.1,48,Goalkeeper
508,Toby,Alderweireld,0,0,43,1177,13,67.8,249.2,50.0,3,247,36.8,5,0,3,5.0,58,Defender
509,Danny,Rose,0,2,24,800,14,181.6,159.4,117.0,0,136,45.9,2,0,4,0.3,64,Defender
510,Jan,Vertonghen,0,1,138,3203,31,205.7,774.4,243.0,13,778,122.7,16,0,4,10.1,61,Defender
511,Ben,Davies,2,7,143,2323,20,698.8,610.0,201.0,14,615,151.0,12,0,3,21.9,58,Defender
512,Kieran,Trippier,0,7,113,1912,21,617.5,459.0,78.0,18,539,115.6,9,0,1,4.8,52,Defender
513,Eric,Dier,0,2,85,2822,30,293.4,604.2,289.0,2,477,118.6,15,0,4,2.4,47,Midfielder
514,Mousa,DembÃ©lÃ©,0,0,52,1875,22,303.1,309.2,73.0,3,358,68.5,7,0,6,1.7,49,Midfielder
515,Erik,Lamela,2,4,55,826,12,283.1,204.8,364.0,1,186,84.7,4,0,4,0.1,63,Midfielder
516,Christian,Eriksen,11,10,199,3218,33,1487.0,1072.6,1021.0,23,826,358.2,17,0,0,19.4,97,Midfielder
517,Bamidele,Alli,9,13,175,2957,28,878.5,775.2,934.0,12,565,258.8,16,0,7,13.8,90,Midfielder
518,Victor,Wanyama,1,0,32,837,11,96.8,206.0,77.0,1,174,37.8,2,0,2,0.3,48,Midfielder
519,Heung-Min,Son,12,8,178,2292,18,588.2,725.8,1177.0,16,544,249.1,14,0,0,14.0,83,Midfielder
520,Harry,Winks,0,1,31,768,9,172.2,144.4,14.0,0,167,33.1,4,0,0,0.1,48,Midfielder
521,Moussa,Sissoko,1,1,58,1385,18,384.7,245.8,281.0,0,246,91.1,7,0,3,0.4,53,Midfielder
522,Harry,Kane,29,2,217,3074,34,502.1,1214.4,2355.0,31,781,407.4,15,0,5,37.7,131,Forward
523,Vincent,Janssen,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,74,Forward
524,Kyle,Walker-Peters,0,2,13,188,4,48.3,70.4,10.0,0,73,12.9,1,0,0,0.9,40,Defender
525,Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Defender
526,Davinson,SÃ¡nchez,0,0,107,2532,21,74.8,598.0,89.0,8,597,76.2,13,1,1,1.2,60,Defender
527,Tashan,Oakley-Boothe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
528,Serge,Aurier,2,2,77,1427,13,236.5,367.2,209.0,9,335,81.4,6,1,1,0.7,59,Defender
529,Juan,Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Defender
530,Paulo,Gazzaniga,0,0,9,90,0,0.0,27.4,0.0,2,26,2.7,1,0,0,0.1,42,Goalkeeper
531,Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Goalkeeper
532,Lucas,Rodrigues Moura da Silva,0,1,11,206,6,83.2,49.0,41.0,0,36,17.5,0,0,0,0.0,77,Midfielder
533,Kazaiah,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,Forward
534,Andre,Gray,5,3,79,1486,30,254.0,251.2,594.0,4,237,108.2,5,0,1,1.3,63,Forward
535,Nathaniel,Chalobah,0,0,13,447,7,26.5,78.8,95.0,0,40,20.0,3,0,1,0.8,42,Midfielder
536,Molla,WaguÃ©,1,0,19,438,8,5.6,98.0,41.0,0,82,14.5,1,0,0,0.0,45,Defender
537,Costel,Pantilimon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,Goalkeeper
538,Heurelho,Gomes,0,0,64,2128,40,0.2,457.0,0.0,4,394,45.6,5,0,0,1.2,44,Goalkeeper
539,Younes,Kaboul,0,0,7,151,3,0.9,47.4,2.0,0,35,5.0,1,0,0,0.1,42,Defender
540,Craig,Cathcart,0,0,14,495,6,2.0,120.0,23.0,0,90,14.6,1,0,1,0.0,44,Defender
541,Sebastian,PrÃ¶dl,0,0,42,1566,29,25.9,276.4,89.0,0,267,39.3,5,0,5,0.2,43,Defender
542,JosÃ©,Holebas,0,4,72,2381,47,632.8,510.0,125.0,6,412,127.0,6,0,7,0.5,48,Defender
543,Miguel,Britos,1,0,22,795,16,42.7,180.4,51.0,0,149,27.3,2,1,3,0.5,43,Defender
544,Christian,Kabasele,2,0,68,2329,43,52.0,645.0,137.0,2,407,83.7,6,0,5,0.5,44,Defender
545,Daryl,Janmaat,3,1,59,1818,37,230.6,445.0,253.0,3,342,92.9,2,0,3,0.4,48,Defender
546,Adrian,Mariappa,0,0,58,2206,43,59.4,462.0,106.0,2,378,62.8,6,0,4,4.9,41,Defender
547,Brandon,Mason,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,39,Defender
548,Francisco,FemenÃ­a Far,1,1,65,1709,34,302.8,327.2,113.0,9,389,74.5,5,0,2,1.4,43,Defender
549,Tom,Cleverley,1,2,58,1900,33,464.8,332.2,124.0,3,300,92.1,6,1,1,0.4,50,Midfielder
550,Etienne,Capoue,1,1,48,1537,29,165.9,280.2,150.0,0,262,59.7,4,0,3,1.4,48,Midfielder
551,Valon,Behrami,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,Midfielder
552,Steven,Berghuis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Midfielder
553,Nordin,Amrabat,0,0,6,198,3,46.5,22.8,10.0,0,11,8.0,1,0,0,0.0,50,Midfielder
554,Isaac,Success,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,53,Midfielder
555,Abdoulaye,DoucourÃ©,7,4,136,3324,63,595.8,859.0,537.0,16,679,199.7,9,0,10,11.0,52,Midfielder
556,Roberto,Pereyra,5,3,81,1610,34,370.6,346.0,472.0,5,299,118.8,1,0,3,0.2,58,Midfielder
557,Will,Hughes,2,3,53,987,16,267.0,238.6,136.0,5,190,64.3,4,0,0,0.3,46,Midfielder
558,Troy,Deeney,5,2,73,1836,30,349.4,343.0,566.0,7,241,125.3,6,1,1,0.8,63,Forward
559,Stefano,Okaka,1,1,24,442,9,92.0,74.4,145.0,1,52,29.8,2,0,2,0.3,53,Forward
560,Mauro,ZÃ¡rate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,Forward
561,Ben,Watson,0,0,12,455,12,46.1,74.2,10.0,0,61,13.1,0,0,1,0.1,43,Midfielder
562,Jerome,Sinclair,0,0,4,29,1,11.0,4.4,4.0,0,12,1.9,0,0,0,0.2,49,Forward
563,Richarlison,de Andrade,5,8,125,2817,54,384.7,497.0,1217.0,4,304,209.3,8,0,4,6.5,58,Midfielder
564,AndrÃ©,Carrillo,1,3,64,1529,31,331.2,271.2,300.0,4,275,90.3,4,0,2,0.0,54,Midfielder
565,Orestis,Karnezis,0,0,47,1291,24,0.0,247.6,0.0,5,240,24.8,4,0,0,0.2,45,Goalkeeper
566,Marvin,Zeegelaar,0,2,28,993,18,142.1,185.2,24.0,5,186,35.2,2,1,4,0.3,40,Defender
567,Michael,Folivi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,Forward
568,Daniel,Bachmann,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Goalkeeper
569,Gerard,Deulofeu,1,1,25,433,3,141.3,92.4,124.0,3,87,35.8,2,0,0,0.4,55,Midfielder
570,Carl,Stewart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
571,Dodi,Lukebakio,0,0,1,15,1,24.7,6.6,5.0,0,5,3.6,0,0,0,0.0,48,Midfielder
572,Didier,Ndong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
573,Joy,Mukena,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
574,Kieran,Gibbs,0,2,86,2826,44,359.6,484.6,131.0,2,483,97.7,8,0,3,0.4,50,Defender
575,Gareth,Barry,1,2,56,1921,35,274.9,347.8,195.0,0,287,82.0,4,0,4,0.8,44,Midfielder
576,Daniel,Sturridge,2,1,32,541,8,205.3,136.2,304.0,0,131,64.5,3,0,0,0.6,79,Forward
577,Boaz,Myhill,0,0,1,90,1,0.0,12.2,0.0,0,7,1.2,0,0,1,3.1,40,Goalkeeper
578,Ben,Foster,0,0,123,3330,55,20.0,716.8,0.0,11,635,73.8,10,0,2,9.4,43,Goalkeeper
579,Allan-RomÃ©o,Nyom,0,1,70,2306,40,266.7,454.6,23.0,6,407,74.3,7,0,7,1.1,47,Defender
580,Jonny,Evans,2,2,78,2269,38,104.2,536.2,211.0,5,455,85.1,6,0,7,1.0,49,Defender
581,Craig,Dawson,2,1,87,2510,39,181.3,629.6,298.0,4,453,111.2,8,0,6,1.5,48,Defender
582,Gareth,McAuley,0,0,8,454,15,4.9,85.4,2.0,0,73,9.3,0,0,0,0.5,45,Defender
583,Jake,Livermore,2,2,89,2671,41,313.1,454.6,207.0,6,375,97.8,8,0,5,0.4,48,Midfielder
584,Nacer,Chadli,1,0,15,213,4,26.4,44.4,35.0,3,38,10.6,1,0,1,0.2,56,Midfielder
585,James,Morrison,1,0,13,205,1,40.4,56.0,47.0,0,35,14.5,2,0,0,0.0,53,Midfielder
586,Claudio,Yacob,0,0,23,898,17,29.1,142.8,59.0,0,124,23.2,3,0,5,0.2,43,Midfielder
587,James,McClean,1,0,45,1391,20,299.0,237.4,279.0,1,153,80.2,6,0,7,0.1,47,Midfielder
588,Jonathan,Leko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
589,Matt,Phillips,2,3,81,2087,32,531.8,370.2,345.0,3,276,124.7,10,0,3,0.5,54,Midfielder
590,Sam,Field,1,0,23,534,7,64.8,102.4,95.0,2,70,26.3,4,0,3,0.1,44,Midfielder
591,Chris,Brunt,0,8,81,1917,23,651.1,421.8,155.0,6,380,122.9,9,0,5,0.5,50,Midfielder
592,SalomÃ³n,RondÃ³n,7,3,103,2765,48,387.2,431.2,891.0,5,271,169.6,6,0,4,1.1,60,Forward
593,Hal,Robson-Kanu,2,0,32,816,14,115.9,121.2,264.0,1,83,49.5,4,1,2,0.4,49,Forward
594,Jay,Rodriguez,7,1,109,2807,41,329.8,460.4,931.0,11,335,171.1,10,0,2,2.5,54,Forward
595,Ahmed El-Sayed,Hegazi,2,0,114,3386,55,99.5,962.8,196.0,11,646,126.1,10,0,4,17.8,46,Defender
596,Rekeem,Harper,0,0,1,20,0,20.4,6.6,0.0,0,6,2.7,0,0,0,0.0,45,Midfielder
597,Kane,Wilson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,Defender
598,Oliver,Burke,0,2,23,356,11,73.9,77.4,75.0,0,75,22.5,0,0,0,0.0,49,Midfielder
599,Grzegorz,Krychowiak,0,3,58,1634,30,220.9,271.8,91.0,4,249,58.4,4,0,2,0.1,47,Midfielder
600,Alex,Palmer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Goalkeeper
601,Max,Melbourne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
602,Rayhaan,Tulloch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,Forward
603,Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Defender
604,Ali,Gabr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,Defender
605,Kyle,Jameson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,Defender
606,Marko,Arnautovic,11,7,144,2309,50,543.0,713.8,1155.0,12,440,241.1,7,1,5,7.6,71,Midfielder
607,AdriÃ¡n,San Miguel del Castillo,0,0,72,1710,29,0.0,470.4,0.0,5,374,47.0,6,0,2,2.4,40,Goalkeeper
608,Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Goalkeeper
609,Jose,Fonte,0,2,34,688,11,57.8,186.8,89.0,3,156,33.4,3,0,0,0.8,47,Defender
610,James,Collins,1,0,36,1049,19,25.5,346.0,76.0,3,200,44.6,3,0,3,0.2,43,Defender
611,Winston,Reid,0,0,42,1452,27,48.8,322.4,64.0,3,264,43.6,5,0,5,0.6,48,Defender
612,Aaron,Cresswell,1,7,118,3069,60,562.7,690.2,193.0,10,613,145.0,10,0,7,3.2,49,Defender
613,Angelo,Ogbonna,1,0,77,2880,60,81.4,687.8,145.0,4,520,91.4,7,0,3,3.4,42,Defender
614,Sam,Byram,0,0,5,246,7,37.6,71.0,36.0,0,41,14.5,0,0,1,0.1,42,Defender
615,Arthur,Masuaku,0,3,68,1867,29,295.1,385.0,128.0,2,352,80.7,6,0,5,1.2,42,Defender
616,Pablo,Zabaleta,0,1,90,3289,62,293.7,635.0,77.0,6,563,100.7,10,0,9,1.9,49,Defender
617,Robert,Snodgrass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,58,Midfielder
618,Mark,Noble,4,0,84,2400,45,337.8,527.6,141.0,7,461,100.8,7,0,6,0.3,53,Midfielder
619,Cheikhou,KouyatÃ©,2,3,86,2798,56,262.4,480.0,320.0,2,367,106.1,7,0,5,0.3,50,Midfielder
620,Pedro,Obiang,2,0,54,1562,29,132.1,377.8,88.0,6,270,60.1,5,0,3,0.7,42,Midfielder
621,Manuel,Lanzini,5,7,106,2039,44,624.9,559.4,502.0,11,470,168.8,6,0,4,0.8,66,Midfielder
622,Michail,Antonio,3,2,62,1350,23,256.3,296.6,393.0,1,188,94.6,7,0,1,0.2,74,Midfielder
623,Sofiane,Feghouli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,Midfielder
624,Edimilson,Fernandes,0,2,29,840,20,97.3,110.8,77.0,0,123,28.6,2,0,1,0.2,43,Midfielder
625,Andy,Carroll,3,1,36,742,13,110.2,145.4,344.0,6,106,58.8,3,1,5,0.3,57,Forward
626,Diafra,Sakho,2,1,24,294,11,25.1,77.6,110.0,1,65,21.2,0,0,2,0.1,55,Forward
627,Ashley,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,Forward
628,Enner,Valencia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Forward
629,Joe,Hart,0,1,59,1710,39,20.0,382.8,0.0,3,341,40.2,4,0,0,5.7,42,Goalkeeper
630,Javier,HernÃ¡ndez BalcÃ¡zar,8,2,93,1537,36,312.4,373.6,476.0,14,309,115.0,6,0,3,7.2,67,Forward
631,Declan,Rice,0,0,41,1421,29,35.7,310.4,29.0,0,280,37.5,3,0,1,0.1,44,Defender
632,Sead,Haksabanovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Midfielder
633,Antonio,Martinez Lopez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,Forward
634,Domingos,Quina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,Midfielder
635,Ben,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,Midfielder
636,Nathan,Trott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,Goalkeeper
637,Moses,Makasi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
638,Reece,Burke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
639,Josh,Cullen,0,0,2,6,0,0.6,7.2,0.0,0,7,0.8,0,0,0,0.0,45,Midfielder
640,JoÃ£o MÃ¡rio,Naval Costa Eduardo,2,1,46,1021,14,294.9,176.0,191.0,5,170,66.1,4,0,0,0.2,60,Midfielder
641,Reece,Oxford,0,0,1,4,0,0.0,3.0,0.0,0,2,0.3,0,0,0,0.0,45,Defender
642,Jordan,Hugill,0,0,3,22,0,0.4,0.0,0.0,0,4,0.0,0,0,0,0.0,49,Forward
643,Patrice,Evra,0,0,2,227,10,6.0,42.8,0.0,0,32,5.0,0,0,0,0.2,41,Defender
644,Marcus,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
645,Josh,Pask,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,Defender
646,Grady,Diangana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,Midfielder
