,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position
433,Serge,Aurier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.5,55,DEF,Defender
434,Heung-Min,Son,0,0,2,90,1,46.8,14.0,35.0,0,10,9.6,0,0,0,25.9,90,MID,Midfielder
435,Eric,Dier,0,0,2,90,1,0.7,17.4,0.0,0,13,1.8,0,0,0,1.7,50,DEF,Defender
436,Lucas,Rodrigues Moura da Silva,0,0,2,90,1,5.8,2.8,35.0,0,-1,4.4,0,0,0,2.5,70,MID,Midfielder
437,Paulo,Gazzaniga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,GK,Goalkeeper
438,Bamidele,Alli,0,0,1,45,0,11.9,8.4,21.0,0,3,4.1,0,0,0,3.5,80,MID,Midfielder
439,Ben,Davies,0,0,2,90,1,35.5,20.2,36.0,0,15,9.2,0,0,0,2.6,50,DEF,Defender
440,Pierre-Emile,HÃ¸jbjerg,0,0,1,90,1,5.0,15.4,0.0,0,8,2.0,0,0,1,1.1,50,MID,Midfielder
441,Harry,Winks,0,0,1,59,1,2.3,2.0,0.0,0,8,0.4,0,0,0,0.2,55,MID,Midfielder
442,Davinson,SÃ¡nchez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,55,DEF,Defender
443,Ryan,Sessegnon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,50,DEF,Defender
444,Steven,Bergwijn,0,0,1,30,0,3.3,0.4,2.0,0,2,0.6,0,0,0,1.3,75,MID,Midfielder
445,Gedson,Carvalho Fernandes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,MID,Midfielder
446,Japhet,Tanganga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,DEF,Defender
447,Giovani,Lo Celso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,70,MID,Midfielder
448,Oliver,Skipp,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,Midfielder
449,Tanguy,Ndombele,0,0,1,14,0,1.3,3.8,0.0,0,3,0.5,0,0,0,0.2,60,MID,Midfielder
450,Juan,Foyth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF,Defender
451,Matt,Doherty,0,0,2,75,1,3.5,20.0,35.0,0,6,5.9,0,0,0,23.7,60,DEF,Defender
452,Joe,Hart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,GK,Goalkeeper
453,Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF,Defender
454,David,Button,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.1,40,GK,Goalkeeper
455,Callum,Robinson,0,0,1,59,1,1.3,0.0,2.0,0,-3,0.1,0,0,0,0.2,55,FWD,Forward
456,Kieran,Gibbs,0,0,1,90,3,1.7,6.4,0.0,0,12,0.8,0,0,0,0.8,45,DEF,Defender
457,Hal,Robson-Kanu,0,0,1,30,2,0.1,2.0,1.0,0,3,0.3,0,0,0,0.4,55,FWD,Forward
458,Jake,Livermore,0,0,2,90,3,11.3,8.8,0.0,0,11,2.0,0,0,0,0.2,50,MID,Midfielder
459,Kamil,Grosicki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID,Midfielder
460,Matt,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,55,MID,Midfielder
461,Kyle,Bartley,0,0,1,90,3,0.3,13.8,0.0,0,11,1.4,0,0,0,0.2,45,DEF,Defender
462,Romaine,Sawyers,0,0,2,68,1,1.6,0.0,0.0,0,4,0.2,0,0,0,0.1,50,MID,Midfielder
463,Ahmed El-Sayed,Hegazy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,45,DEF,Defender
464,Charlie,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,55,FWD,Forward
465,Kenneth,Zohore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,FWD,Forward
466,Sam,Johnstone,0,0,2,90,3,0.0,31.2,0.0,0,16,3.1,0,0,0,0.8,45,GK,Goalkeeper
467,Conor,Townsend,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
468,Oluwasemilogo Adesewo Ibidapo,Ajayi,0,0,0,90,3,0.5,0.2,0.0,0,2,0.1,0,0,1,0.3,50,DEF,Defender
469,Jonathan,Leko,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,Midfielder
470,Kyle,Edwards,0,0,1,22,2,0.5,4.6,20.0,0,3,2.5,0,0,0,0.0,50,MID,Midfielder
471,Darnell,Furlong,0,0,2,68,1,11.5,6.2,12.0,0,6,3.0,0,0,0,0.1,45,DEF,Defender
472,Sam,Field,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
473,Dara,O'Shea,0,0,1,90,3,0.6,9.6,0.0,0,8,1.0,0,0,0,0.3,45,DEF,Defender
474,Rekeem,Harper,0,0,1,21,2,1.8,1.8,0.0,0,3,0.4,0,0,0,0.6,45,MID,Midfielder
475,Grady,Diangana,0,0,2,90,3,12.8,4.8,9.0,0,3,2.7,0,0,0,0.6,55,MID,Midfielder
476,Matheus,Pereira,0,0,2,90,3,14.7,8.6,26.0,0,9,4.9,0,0,0,2.8,60,MID,Midfielder
477,Cedric,Kipre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,Defender
478,Mark,Noble,0,0,2,66,1,12.2,4.4,0.0,0,8,1.7,0,0,0,2.2,50,MID,Midfielder
479,Robert,Snodgrass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,60,MID,Midfielder
480,David,Martin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,8.3,40,GK,Goalkeeper
481,Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,GK,Goalkeeper
482,Lukasz,Fabianski,0,0,1,90,2,0.0,5.0,0.0,0,9,0.5,0,0,0,1.7,50,GK,Goalkeeper
483,Angelo,Ogbonna,0,0,1,90,2,1.1,30.0,6.0,0,14,3.7,0,0,0,0.4,50,DEF,Defender
484,Roberto,Jimenez Gago,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,Goalkeeper
485,Jack,Wilshere,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,50,MID,Midfielder
486,Aaron,Cresswell,0,0,1,90,2,11.2,10.4,0.0,0,11,2.2,0,0,0,1.1,50,DEF,Defender
487,Andriy,Yarmolenko,0,0,0,23,1,1.6,2.8,26.0,0,-1,3.0,0,0,1,0.2,60,MID,Midfielder
488,Michail,Antonio,0,0,2,90,2,11.8,5.4,63.0,0,0,8.0,0,0,0,9.7,65,FWD,Forward
489,Ryan,Fredericks,0,0,0,90,2,62.3,19.4,2.0,0,14,8.4,0,0,1,0.6,45,DEF,Defender
490,Manuel,Lanzini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,MID,Midfielder
491,Felipe Anderson,Pereira Gomes,0,0,1,1,0,0.3,2.4,0.0,0,5,0.3,0,0,0,0.5,65,MID,Midfielder
492,SÃ©bastien,Haller,0,0,1,23,1,10.7,2.4,28.0,0,2,4.1,0,0,0,0.5,65,FWD,Forward
493,Arthur,Masuaku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,DEF,Defender
494,FabiÃ¡n,Balbuena,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,DEF,Defender
495,Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD,Forward
496,Jarrod,Bowen,0,0,2,88,2,2.6,1.8,12.0,0,5,1.6,0,0,0,1.4,65,MID,Midfielder
497,Albian,Ajeti,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD,Forward
498,Declan,Rice,0,0,2,90,2,14.5,21.6,8.0,0,15,4.4,0,0,0,4.9,50,MID,Midfielder
499,Tomas,Soucek,0,0,2,90,2,21.6,12.4,46.0,0,7,8.0,0,0,0,5.7,50,MID,Midfielder
500,Pablo,Fornals,0,0,2,66,1,1.9,4.6,18.0,0,8,2.5,0,0,0,0.1,65,MID,Midfielder
501,Issa,Diop,0,0,1,90,2,0.9,24.6,0.0,0,15,2.6,0,0,0,1.6,45,DEF,Defender
502,Ben,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.7,40,DEF,Defender
503,John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,45,GK,Goalkeeper
504,JoÃ£o Filipe Iria,Santos Moutinho,0,0,3,85,0,49.1,17.4,0.0,0,16,6.7,1,0,0,3.3,55,MID,Midfielder
505,Rui Pedro,dos Santos PatrÃ­cio,0,0,6,90,0,0.0,11.2,0.0,0,23,1.1,1,0,0,6.4,55,GK,Goalkeeper
506,Ryan,Bennett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,45,DEF,Defender
507,Willy,Boly,0,0,6,90,0,0.2,21.6,0.0,0,25,2.2,1,0,0,2.4,55,DEF,Defender
508,Conor,Coady,0,0,8,90,0,0.0,22.0,0.0,2,29,2.2,1,0,0,9.4,50,DEF,Defender
509,RaÃºl,JimÃ©nez,1,0,8,90,0,8.5,41.2,48.0,2,29,9.8,1,0,0,18.9,85,FWD,Forward
510,Romain,SaÃ¯ss,1,0,15,90,0,0.2,63.4,38.0,3,34,10.2,1,0,0,3.6,50,DEF,Defender
511,Jonathan,Castro Otto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,DEF,Defender
512,LÃ©o,Bonatini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50,FWD,Forward
513,Leander,Dendoncker,0,0,3,90,0,15.4,16.4,4.0,0,11,3.6,1,0,0,2.3,50,MID,Midfielder
514,Adama,TraorÃ©,0,0,3,90,0,1.8,12.8,17.0,0,6,3.2,1,0,0,19.9,65,MID,Midfielder
515,RÃºben Diogo,da Silva Neves,0,0,1,14,0,10.3,5.6,0.0,0,4,1.6,0,0,0,2.7,55,MID,Midfielder
516,Oskar,Buur,0,0,1,22,0,0.5,0.6,0.0,0,2,0.1,0,0,0,2.0,40,DEF,Defender
517,Diogo,Jota,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.5,65,MID,Midfielder
518,Daniel,Castelo Podence,0,1,6,75,0,18.3,25.8,0.0,0,23,4.4,1,0,0,0.4,55,MID,Midfielder
519,Max,Kilman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,40,DEF,Defender
520,RÃºben GonÃ§alo,Silva Nascimento Vinagre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,9.3,45,DEF,Defender
521,Matija,Sarkic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,GK,Goalkeeper
522,Morgan,Gibbs-White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,Midfielder
523,Pedro,Lomba Neto,0,1,6,67,0,15.8,19.8,4.0,0,18,4.0,1,0,0,0.3,55,MID,Midfielder
524,Bruno AndrÃ©,Cavaco Jordao,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,45,MID,Midfielder
525,Leonardo,Campana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,50,FWD,Forward
526,Fabio,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,55,FWD,Forward
527,Fernando,MarÃ§al,0,0,5,90,0,1.5,15.2,0.0,0,21,1.7,1,0,1,0.3,50,DEF,Defender
528,Vitor,Ferreira,0,0,1,4,0,0.8,1.2,0.0,0,4,0.2,0,0,0,0.0,50,MID,Midfielder
